Company/Brand,HeadQuarter,Sector,What it does,Amount($),Funding Year
Finly,Kalkaji,I.T & Engineering,"It builds software products that makes work simpler, pleasant, and productive",1.0,2019
Kratikal,Hyderabad,I.T & Engineering,It is a product-based cybersecurity solutions provider,1000000.0,2019
Quantiphi,Mumbai,I.T & Engineering,It is an AI and big data services company providing business solutions.,20000000.0,2019
Lenskart,Bangalore,Commerce,It is a eyewear company,275000000.0,2019
Cub McPaws,Delhi,Commerce,A B2C  brand that focusses on premium and comfortable merchandise for Generation Alpha – kids,1.0,2019
Appnomic,Bangalore,I.T & Engineering,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",22000000.0,2019
Kaleidofin,India,Financial,Platform that provides complete financial solutions for excluded individuals and households,5000000.0,2019
JobSquare,Hubli,I.T & Engineering,Technology-based platform that is connecting suitable applicants to the right recruiters,140500.0,2019
Open Secret,Bangalore,I.T & Engineering,It produces and sells top quality snacks,1.0,2019
LivFin,Bangalore,Financial,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",5000000.0,2019
Byju's,Mumbai,I.T & Engineering,Provides online learning classes,540000000.0,2019
Zest Money,Bangalore,Financial,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,15000000.0,2019
Witblox,Delhi,I.T & Engineering,Offers a range of robotics learning tools,182700.0,2019
Azah Personal Care Pvt. Ltd.,Chennai,Health,Aims to solve some problems in the feminine hygiene sector,1.0,2019
SalaryFits,Mumbai,Financial,A platform that promotes financial well-being of employees at workplace,5000000.0,2019
Pristyn Care,Mumbai,Health,Delivers advanced medical care & clinical excellence aided by next-level technology,12000000.0,2019
Springboard,Delhi,I.T & Engineering,Offers online courses and extensive mentor-based learning,11000000.0,2019
DROR Labs Pvt. Ltd,Delhi,I.T & Engineering,It uses technology to create a trust-based network of responsible citizens to ensure safety,1.0,2019
Medlife,Bangalore,Health,It solves inadequacies in the healthcare delivery system through technology,15500000.0,2019
Seekify,Mohali,I.T & Engineering,Customer Experience (CX) Automation platform,1500000.0,2019
Toffee Insurance,Chennai,Financial,Provides variety of insurance plans and policies,5500000.0,2019
Fireflies .ai,Mumbai,I.T & Engineering,Developer of an artificial intelligence-powered assistant for businesses,5000000.0,2019
HungerBox,Mumbai,I.T & Engineering,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",12000000.0,2019
Bijak,Hyderabad,Agriculture,B2B platform for agricultural commodities.,2500000.0,2019
Licious,Delhi,Food/Culnary,Online meat shop,30000000.0,2019
truMe,Kolkata,I.T & Engineering,A global platform for Identity and Access Management,140000.0,2019
Pumpkart,Bangalore,Commerce,B2B model for appliances and electrical products,1.0,2019
Asteria Aerospace,Bangalore,I.T & Engineering,"Develops drones that are used by the military, paramilitary, police forces and in various industries.",230000000.0,2019
Rivigo,Mumbai,Logistics & Supply Chain,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",20000000.0,2019
HappyEasyGo,Bangalore,Hospitality,Online flight booking,49400000.0,2019
Zetwerk,Mumbai,Manufacturing,Provides facilities to get products manufactured.,32000000.0,2019
Observe.AI,Delhi,I.T & Engineering,Creates a voice AI platform,26000000.0,2019
Freshokartz,Mumbai,Commerce,Online fruits and vegetables delivery company,150000.0,2019
Lil’ Goodness and sCool meal,Chennai,Food/Culnary,It empowers moms to provide the best of foods to their Lil' ones,400000.0,2019
Trell,Delhi,Health,Blogging platform that enables people to create visual collections of their travel and local experiences,2000000.0,2019
Bombay Shirt Company,India,Commerce,Online custom shirt brand,8000000.0,2019
Slintel,Mumbai,I.T & Engineering,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",1500000.0,2019
MyGameMate,Delhi,Commerce,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,100000.0,2019
Afinoz,Delhi,Financial,Online financial marketplace for customized rate quotes on loans and investment products in India,1.0,2019
Rein Games,Bangalore,I.T & Engineering,"It develops, publishes and distributes games across various platforms",50000000.0,2019
Ecozen,Mumbai,Agriculture,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,6000000.0,2019
Box8,Pune,I.T & Engineering,Enables to order food online,120000000.0,2019
Purplle,Chennai,Commerce,Online makeup and beauty products retailer,30000000.0,2019
Freightwalla,Kanpur,Commerce,Provides digital platform for businesses to plan and manage their international freight shipments online,4000000.0,2019
eJOHRI,Hyderabad,Commerce,Omnichannel marketplace for gems and jewellery,1000000.0,2019
Ninjacart,Delhi,Commerce,"It connects producers of food directly to retailers, restuarants and service providers.",1.0,2019
Binca Games,Kolkata,I.T & Engineering,It offers games that are available across India and UK.,1.0,2019
Origo,Mumbai,Agriculture,It provides post-harvest management services for agricultural commodities,6800000.0,2019
WishADish,India,I.T & Engineering,Provides management solution for restaurants,6000000.0,2019
Ecom Express,Bangalore,Logistics & Supply Chain,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,36000000.0,2019
Stanza Living,Bangalore,Real Estate,Provides comfortable and secure accomodation for students,5700000.0,2019
PiBeam,Hyderabad,Commerce,It is engaged in building sustainable and affordable micro-mobility electric vehicles,50000000.0,2019
Euler Motors,Delhi,Commerce,It is offering mobility as a service,2000000.0,2019
Moms Co,Bangalore,Commerce,It is into mother and baby care-focused consumer goods,5000000.0,2019
Cubical Labs,Delhi,I.T & Engineering,Home automation solution provider,1.0,2019
Lawyered,Pune,I.T & Engineering,It helps to connect to legal advise online,100000.0,2019
Cuemath,Delhi,I.T & Engineering,It helps students to learn math online,5500000.0,2019
Licious,Bangalore,Food/Culnary,Online meat shop,25000000.0,2019
Nivesh.com,Ahmedabad,Financial,The platform simplifies the process of investment,600000.0,2019
Zebu,Bangalore,I.T & Engineering,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",4000000.0,2019
Smart Institute,Chennai,I.T & Engineering,A platform to learn online,1500000.0,2019
CarDekho,Bangalore,Commerce,Enables people to buy and sell new/old cars.,70000000.0,2019
Shadowfax,Mumbai,Logistics & Supply Chain,A platform for delivery services,60000000.0,2019
Credr,Delhi,Commerce,A marketplace to buy and sell used bikes and scooters,6000000.0,2019
Sportido,Hyderabad,Commerce,It is a sports discovery app that helps to find people and places to play 700+ sports,1.0,2019
Phable,Gurgaon,I.T & Engineering,"It creates an engagement loop between doctors, hospitals, and patients via its app",220000.0,2019
Sarva,Bangalore,Health,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2800000.0,2019
IndyFint,Azadpur,Financial,"It helps lenders to directly provide short-term loans to merchants, employees, and students",2100000.0,2019
Zolostays,Bangalore,Real Estate,It offers affordable housing apartments to young professionals and students,7000000.0,2019
Ola,Bangalore,Logistics & Supply Chain,It enables one to book cab online,311000000.0,2019
Zoomcar,Mumbai,Logistics & Supply Chain,A car rental service platform,4800000.0,2019
Kratikal,Delhi,I.T & Engineering,Provides cyber security solutions,1000000.0,2019
Froogal,Gurgaon,Services,A cloud based Customer Loyalty & Engagement Platform,1000000.0,2019
Infra.Market,Haryana,Construction,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing",20000000.0,2019
Oyo,Bangalore,Hospitality,Provides rooms for comfortable stay,693000000.0,2019
GoMechanic,Pune,Commerce,Find automobile repair and maintenance service providers,5000000.0,2019
Spinny,Bangalore,Commerce,Online car retailer,50000000.0,2019
Ess Kay Fincorp,Noida,Financial,Organised Non-Banking Finance Company,33000000.0,2019
Aqgromalin,Chennai,Agriculture,Cultivating Ideas for Profit,200000.0,2020
Krayonnz,Bangalore,I.T & Engineering,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,100000.0,2020
PadCare Labs,Pune,Health,Converting bio-hazardous waste to harmless waste,1.0,2020
NCOME,Delhi,Services,Escrow-as-a-service platform,400000.0,2020
Gramophone,Indore,Agriculture,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,340000.0,2020
qZense,Bangalore,Agriculture,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,600000.0,2020
MyClassboard,Hyderabad,I.T & Engineering,MyClassboard is a full-fledged School / College Management Software.,600000.0,2020
Metvy,Gurgaon,I.T & Engineering,AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.,1.0,2020
Rupeek,Bangalore,Financial,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",45000000.0,2020
Gig India,Pune,Services,GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.,1000000.0,2020
Slurrp Farm,Gurgaon,Food/Culnary,Slurrp Farm is a children health food brand.,2000000.0,2020
Medfin,Bangalore,I.T & Engineering,Medfin is a Discovery platform for medical procedures and financing.,1.0,2020
MasterG,Delhi,Commerce,MasterG is a design and skill development organisation.,1.0,2020
Brila 91,Delhi,Food/Culnary,Bira 91 is a craft beer company.,1200000.0,2020
FoodyBuddy,Belgaum,Food/Culnary,FoodyBuddy is a online food delivery portal,600000.0,2020
Zomato,Gurgaon,Food/Culnary,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants,660000000.0,2020
OurEye.ai,Bangalore,Financial,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.",120000.0,2020
Shiprocket,Delhi,Commerce,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,7500000.0,2020
Pine Labs,Noida,Financial,A merchant platform company that provides financing and last-mile retail transaction technology to merchants.,1.0,2020
Moneyboxx Finance,Delhi,Financial,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,1000000.0,2020
EWar,Bangalore,I.T & Engineering,EWar Games is a e-sports and real-time gaming start-up.,1.0,2020
SucSEED Indovation,Hyderabad,Financial,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",5000000.0,2020
TaxBuddy.com,Mumbai,Financial,TaxBuddy for any tax related issues.,1000000.0,2020
Awign Enterprises,Bangalore,Services,Operations and manpower outsourcing startup,500000.0,2020
Circle of Angels,Gurgaon,Financial,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,3000000.0,2020
CoinDCX,Mumbai,Financial,CoinDCX is a company that specializes in crypto-enabled financial services.,10000000.0,2020
Glance,Bangalore,I.T & Engineering,Glance is a screen zero platform that consumers use across connected devices to experience the Internet.,145000000.0,2020
VerSe Innovation,Bangalore,I.T & Engineering,Owner of Dailyhunt App and I-Pay,100000000.0,2020
Voosh,Bangalore,Food/Culnary,Building India's largest digital food service brand,1.0,2020
Arya,Noida,Agriculture,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation",21000000.0,2020
Pickrr,Delhi,Logistics & Supply Chain,Pickrr is an on-demand first mile logistics company,4000000.0,2020
PhonePe,Andheri,Financial,PhonePe is a mobile payment application that enables users to transfer money instantly.,20000000.0,2020
Countingwell,Bangalore,I.T & Engineering,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",1000000.0,2020
Callify.ai,Mumbai,I.T & Engineering,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,560000.0,2020
Hudle,Delhi,Commerce,Hudle is a sports & fitness discovery & booking platform with 300+ sports venues and sports events/tournaments available for booking.,1.0,2020
Cover it Up,Chennai,Commerce,Online portal that churns out high quality products,400000.0,2020
BiteSpeed,Gurgaon,Commerce,Chat-based commerce for E-commerce brands,275000.0,2020
WakeFit,Bangalore,Services,Wakefitkart is a mattress manufacturing company,20000000.0,2020
Sreyas Holistic Remedies,Hyderabad,I.T & Engineering,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,1000000.0,2020
Fleeca India,Jaipur,Services,FLEECA is a Tyre Care Provider company.,1.0,2020
M1xchange,Gurgaon,Financial,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,4500000.0,2020
Exotel,Bangalore,I.T & Engineering,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,5000000.0,2020
PagarBook,Bangalore,I.T & Engineering,"Staff's Salary, Work & Attendance Management Application",15000000.0,2020
Ayana,Bangalore,I.T & Engineering,Ayana Renewable Power is an Indian renewable energy platform,390000000.0,2020
Fisdom,Bangalore,Financial,Fisdom is a fintech company that offers investment advisory services through an application.,7000000.0,2020
Tinker Coders,Noida,I.T & Engineering,Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding,1.0,2020
Infinite Uptime,Pune,I.T & Engineering,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,5100000.0,2020
HappyLocate,Bangalore,I.T & Engineering,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",500000.0,2020
PhonePe,Delhi,Financial,PhonePe is a mobile payments application that allows the user to transfer money instantly.,700000000.0,2020
Loop Health,Pune,I.T & Engineering,Loop Health is bringing ease and choice to patients seeking major medical treatments.,2300000.0,2020
NeoDocs,Mumbai,I.T & Engineering,Neodocs analyses medical reports and provides personalised health recommendations remotely.,1.0,2020
The ePlane,Chennai,I.T & Engineering,Transforming the mobility landscape using aerial transport.,1.0,2020
TagMango,Mumbai,Services,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",700000.0,2020
The New Shop,Delhi,Services,The New Shop is a chain of high speed retail stores,500000.0,2020
MobiKwik,Gurgaon,Financial,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",7000000.0,2020
DebugsBunny,Pune,I.T & Engineering,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,100000.0,2020
BHIVE Investech,Bangalore,Services,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,1000000.0,2020
Rivigo,Gurgaon,Logistics & Supply Chain,Rivigo is a technology-enabled logistics platform provider that offers transport services.,19000000.0,2020
ZipLoan,Delhi,Financial,ZipLoan is a online lending platform,3000000.0,2020
Swipez,Pune,Financial,Swipez is a payment collection platform.,1.0,2020
Humus,Bangalore,Agriculture,Farmgate to Retail outlet Agri-Fresh produce supply chain,1.0,2020
Artivatic.ai,Bangalore,I.T & Engineering,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",1.0,2020
Prescinto,Ahmedabad,Commerce,Prescinto provides solutions for solar monitoring and analytics solutions.,1.0,2020
Toppeq,Mumbai,I.T & Engineering,SaaS-based equity management platform,1.0,2020
Bolo Indya,Gurgaon,Health,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.",400000.0,2020
Bombay Play,Bangalore,I.T & Engineering,Bombay Play is a Card and Toy Company Making games for India.,1000000.0,2020
FreshToHome,Bangalore,Commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,1.0,2020
KIKO TV,Mumbai,Health,KIKO TV is an AI-based short live video e-commerce platform.,1.0,2020
Atomberg Technologies,Mumbai,Commerce,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",9000000.0,2020
DealShare,Jaipur,Commerce,DealShare is a Social Commerce Startup,21000000.0,2020
Smallcase,Bangalore,Financial,Changing how India invests in equities,1.0,2020
CueMath,Bangalore,I.T & Engineering,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,40000000.0,2020
Gamerji,Ahmedabad,I.T & Engineering,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",1.0,2020
5C Network,Bangalore,I.T & Engineering,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",1200000.0,2020
Ethereum Push Notification Service,Mumbai,I.T & Engineering,EPNS is a decentralized notification protocol,750000.0,2020
Mihup,Kolkata,I.T & Engineering,Intelligence-based personal mobile assistant app,1500000.0,2020
RuralBasket,Tirunelveli,Commerce,Naturally grown and healthy products directly from farmers.,500000.0,2020
WayCool Foods,Chennai,Agriculture,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",7800000.0,2020
Infra.Market,Thane,Real Estate,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,20000000.0,2020
Info Edge Venture,Noida,Financial,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",50000000.0,2020
Clovia,Noida,Commerce,Clovia is the online lingerie retailer,4000000.0,2020
Codingal,Bangalore,I.T & Engineering,Coding education platform for K-12 students,560000.0,2020
CRED,Bangalore,Financial,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,80000000.0,2020
Vistaar Finance,Bangalore,Financial,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,30000000.0,2020
Let's Dive,Bangalore,I.T & Engineering,A platform for remote employee engagement and building team culture,1700000.0,2020
SAWO Labs,Mumbai,I.T & Engineering,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,600000.0,2020
Signzy,Bangalore,I.T & Engineering,Signzy are creating 'building blocks for a Digital Trust system.,3000000.0,2020
KopyKitab,Bangalore,I.T & Engineering,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",1.0,2020
Kyt,Singapore,I.T & Engineering,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,2500000.0,2020
GetWork,Gurgaon,I.T & Engineering,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,40000.0,2020
Mobile Premier League (MPL),Bangalore,I.T & Engineering,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,500000.0,2020
Omatra Hotels,Kolkata,Hospitality,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,1.0,2020
Awign,Bangalore,Services,Operations and manpower outsourcing startup,1.0,2020
NewsReach,Gujarat,Health,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,1500000.0,2020
Cashfree,Bangalore,Financial,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,35000000.0,2020
Credgenics,Delhi,Financial,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",3000000.0,2020
GeoIQ,Bangalore,I.T & Engineering,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",300000.0,2020
Country Delight,Haryana,Commerce,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,25000000.0,2020
Quintype,Bangalore,Services,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",3500000.0,2020
CARS24,Haryana,Services,CARS24 is an India-based platform for selling used cars.,200000000.0,2020
Astrogate Labs,Bangalore,I.T & Engineering,Astrogate Labs provides high-quality products related to space infrastructure.,1.0,2020
Power Gummies,Delhi,I.T & Engineering,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,1.0,2020
Cityflo,Mumbai,Logistics & Supply Chain,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,7000000.0,2020
AlgoBulls,Mumbai,Financial,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,200000.0,2020
Credgenics,Gurgaon,Financial,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",3000000.0,2020
Inntot,Kerala,I.T & Engineering,"Inntot Technologies, is a technology driven company.",1.0,2020
Ensuredit,Gurgaon,Financial,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,300000.0,2020
Shipsy,Gurgaon,I.T & Engineering,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,6000000.0,2020
ERPNext,Mumbai,I.T & Engineering,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",1000000.0,2020
LightSpeedAI,Bangalore,I.T & Engineering,Developer of an optoelectronic processor designed to accelerate AI computations.,1.0,2020
Grip Invest,Gurgaon,Financial,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,1.0,2020
Unacademy,Bangalore,I.T & Engineering,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,1.0,2020
Yellow Classes,Gurgaon,I.T & Engineering,New-age fun-learning platform for kids.,1300000.0,2020
Plum,Bangalore,I.T & Engineering,High quality health insurance and health benefits,4100000.0,2020
STAGE,Indore,Health,STAGE is an Indian language content platform for artist-led entertainment.,1000000.0,2020
Nykaa,Mumbai,Commerce,Nykaa is an online marketplace for different beauty and wellness products.,1.0,2020
NIRA,Bangalore,Financial,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",1000000.0,2020
Prolixr,Gurgaon,Commerce,A premium skincare brand committed towards building innovative skin care wellness.,1.0,2020
Byju's,Bangalore,I.T & Engineering,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,200000000.0,2020
DaMENSCH,Bangalore,Commerce,DaMENSCH is a designer and seller of men's apparel.,6000000.0,2020
Country Delight,Haryana,Food/Culnary,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,25000000.0,2020
SignalX,Hyderabad,I.T & Engineering,SignalX offers an artificial intelligence-powered SaaS platform,800000.0,2020
Lancify,Bangalore,I.T & Engineering,Lancify is building the world's strongest young workforce,300000.0,2020
Krimanshi,Jodhpur,I.T & Engineering,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,600000.0,2020
Instoried,Bangalore,I.T & Engineering,Instoried is an augmented writing platform which improves customer interest and engagement.,1000000.0,2020
PlayerzPot,Mumbai,I.T & Engineering,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",3000000.0,2020
Instamojo,Bangalore,Financial,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.",1.0,2020
Turtlemint,Mumbai,I.T & Engineering,Turtlemint has built Indian personalized insurance platform,30000000.0,2020
Arata,Delhi,Commerce,Arata is an e-commerce site for beauty products and cosmetics.,1000000.0,2020
MPL,Bangalore,I.T & Engineering,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,5000000.0,2020
True Balance,Gurgaon,Financial,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,28000000.0,2020
Thrive,Mumbai,I.T & Engineering,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.",1.0,2020
Kitchens Centre,Delhi,I.T & Engineering,Kitchens Centre offers turnkey solutions to cloud kitchens.,1.0,2020
Prescribe,Chennai,I.T & Engineering,Provide online services to patients by leveraging WhatsApp.,100000.0,2020
Nepra,Ahmedabad,I.T & Engineering,NEPRA Resource Management provides waste management solutions in India.,18000000.0,2020
inFeedo,Gurgaon,I.T & Engineering,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",3200000.0,2020
Shilpa Sciences,Bangalore,I.T & Engineering,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,1.0,2020
Arzooo,Bangalore,I.T & Engineering,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product",1.0,2020
MindTickle,Pune,I.T & Engineering,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,100000000.0,2020
Krimanshi,Jodhpur,I.T & Engineering,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,600000.0,2020
Slice,Bangalore,Financial,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,5000000.0,2020
Rapawalk,Bangalore,Commerce,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,300000.0,2020
Oga Fit's,Bangalore,Health,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,1.0,2020
LAVAL,Bangalore,Commerce,"Laval Cosmetics, affordable makeup for all ages",1.0,2020
Stride Ventures,Delhi,Financial,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,80000000.0,2020
BlackSoil,Mumbai,Financial,Blacksoil Advisory is an independent boutique advisory firm.,10000000.0,2020
Biocon,Bangalore,Health,"Biocon is a healthcare and technology, company focused on biotechnology.",15000000.0,2020
Clientjoy,Gujarat,I.T & Engineering,Client Management Software For Modern Agencies.,800000.0,2020
Xpressbees,Pune,Commerce,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,100000000.0,2020
GalaxyCard,Gurgaon,Financial,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,1.0,2020
Wellness Forever,Mumbai,I.T & Engineering,Wellness Forever is the one-stop destination for wellness,100000000.0,2020
MoooFarm,Gurgaon,Agriculture,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,500000.0,2020
BitClass,Bangalore,I.T & Engineering,BitClass is a PaaS solution which helps teachers set up their independent live classes,2000000.0,2020
Gonuts,Mumbai,Health,Personalised Video shoutouts from favourite celebrity.,400000.0,2020
Uolo,Bangalore,I.T & Engineering,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,2000000.0,2020
Kirana King,Jaipur,Services,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",900000.0,2020
Jade Forest,Delhi,Food/Culnary,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",250000.0,2020
iKure,Kolkata,I.T & Engineering,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,1.0,2020
FrontRow,Bangalore,I.T & Engineering,"Comprehensive courses, taught by idols.",3200000.0,2020
Reliance Retail,Mumbai,Commerce,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,10000000.0,2020
TUBBR,Frisco,Health,World's First Personal Social Network,1.0,2020
Ather Energy,Bangalore,Commerce,Ather Energy is a manufacturer of electric scooters.,35000000.0,2020
Routematic,Bangalore,I.T & Engineering,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,2000000.0,2020
LivFin,Delhi,Financial,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),4700000.0,2020
Universal Sportsbiz Pvt Ltd,Bangalore,Commerce,A fashion startup based in Bengaluru.,1.0,2020
Lattu Kids,Mumbai,I.T & Engineering,Lattu kids is an edutainment platform for preschool kids.,1.0,2020
Eggoz,Indore,Food/Culnary,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.",1500000.0,2020
Steradian Semiconductors,Bangalore,I.T & Engineering,Semiconductor company focused on CMOS millimeter wave products for Radar.,1.0,2020
CHARGE+ZONE,Gujarat,I.T & Engineering,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",3000000.0,2020
Stones2milestones,Gurgaon,I.T & Engineering,Stones2milestones is India (Delhi) Based EdTech Company,2000000.0,2020
Udacity,California,I.T & Engineering,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.",75000000.0,2020
AjnaLens,Thane,I.T & Engineering,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.",1000000.0,2020
Gully Network,Bangalore,Commerce,Gully Network is a tech-enabled network of mid-sized grocery stores.,1200000.0,2020
TurboHire,Hyderabad,Services,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,1000000.0,2020
Traya,Mumbai,I.T & Engineering,work with our customers closely to get their hair health sorted for long-term effective results,1.0,2020
Charcoal Eats,Mumbai,Food/Culnary,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",2000000.0,2020
Mitron TV,Bangalore,Health,Mitron is a free short videoplatform for next generation,1.0,2020
Svami,Mumbai,Food/Culnary,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,800000.0,2020
Dhurnia,Dhingsara,I.T & Engineering,Developer of an online learning platform intended for various competitive exam preparations.,100000.0,2020
